Deck Code   -  Average T5 Damage
00-16-10-04 - Avg. Dmg. : 32.7942
01-08-07-14 - Avg. Dmg. : 32.7909
00-18-08-04 - Avg. Dmg. : 32.7875
02-09-00-19 - Avg. Dmg. : 32.7858
08-00-17-05 - Avg. Dmg. : 32.7758
01-13-16-00 - Avg. Dmg. : 32.7733
04-04-04-18 - Avg. Dmg. : 32.7725
02-25-03-00 - Avg. Dmg. : 32.7686
00-20-05-05 - Avg. Dmg. : 32.7651
05-02-09-14 - Avg. Dmg. : 32.764
09-01-03-17 - Avg. Dmg. : 32.7618
00-15-04-11 - Avg. Dmg. : 32.7612
01-11-17-01 - Avg. Dmg. : 32.7612
00-16-03-11 - Avg. Dmg. : 32.7607
00-13-09-08 - Avg. Dmg. : 32.7588
08-00-16-06 - Avg. Dmg. : 32.7564
00-19-07-04 - Avg. Dmg. : 32.7556
02-05-14-09 - Avg. Dmg. : 32.7497
02-05-15-08 - Avg. Dmg. : 32.7443
00-21-02-07 - Avg. Dmg. : 32.7439
04-04-22-00 - Avg. Dmg. : 32.7415
02-08-20-00 - Avg. Dmg. : 32.7402
00-13-08-09 - Avg. Dmg. : 32.7327
00-14-11-05 - Avg. Dmg. : 32.7235
02-07-03-18 - Avg. Dmg. : 32.7225
06-04-00-20 - Avg. Dmg. : 32.7132
00-21-03-06 - Avg. Dmg. : 32.7121
02-05-16-07 - Avg. Dmg. : 32.709
00-20-01-09 - Avg. Dmg. : 32.7083
02-05-11-12 - Avg. Dmg. : 32.7004
00-17-02-11 - Avg. Dmg. : 32.6979
03-07-00-20 - Avg. Dmg. : 32.697
00-13-10-07 - Avg. Dmg. : 32.6969
00-19-01-10 - Avg. Dmg. : 32.6931
03-04-20-03 - Avg. Dmg. : 32.6924
00-15-11-04 - Avg. Dmg. : 32.6861
00-14-05-11 - Avg. Dmg. : 32.6831
01-26-00-03 - Avg. Dmg. : 32.6808
00-13-07-10 - Avg. Dmg. : 32.6785
04-03-07-16 - Avg. Dmg. : 32.6707
02-08-01-19 - Avg. Dmg. : 32.6676
01-08-17-04 - Avg. Dmg. : 32.6665
00-21-04-05 - Avg. Dmg. : 32.6635
00-21-01-08 - Avg. Dmg. : 32.6621
05-02-19-04 - Avg. Dmg. : 32.6545
01-09-04-16 - Avg. Dmg. : 32.6539
02-06-20-02 - Avg. Dmg. : 32.6534
00-20-06-04 - Avg. Dmg. : 32.6531
00-13-11-06 - Avg. Dmg. : 32.6509
06-02-05-17 - Avg. Dmg. : 32.6468
07-02-03-18 - Avg. Dmg. : 32.6422
08-00-18-04 - Avg. Dmg. : 32.6383
06-01-16-07 - Avg. Dmg. : 32.638
08-00-11-11 - Avg. Dmg. : 32.6252
04-03-21-02 - Avg. Dmg. : 32.6229
00-17-10-03 - Avg. Dmg. : 32.6196
00-18-01-11 - Avg. Dmg. : 32.6195
01-12-00-17 - Avg. Dmg. : 32.6157
10-00-04-16 - Avg. Dmg. : 32.6133
02-27-00-01 - Avg. Dmg. : 32.6067
07-01-07-15 - Avg. Dmg. : 32.6051
02-06-05-17 - Avg. Dmg. : 32.6033
01-11-01-17 - Avg. Dmg. : 32.5978
04-04-03-19 - Avg. Dmg. : 32.5969
06-03-02-19 - Avg. Dmg. : 32.5959
00-15-03-12 - Avg. Dmg. : 32.5953
00-20-00-10 - Avg. Dmg. : 32.5928
03-04-07-16 - Avg. Dmg. : 32.5923
05-02-20-03 - Avg. Dmg. : 32.5893
00-12-09-09 - Avg. Dmg. : 32.5883
00-13-06-11 - Avg. Dmg. : 32.588
00-18-09-03 - Avg. Dmg. : 32.5874
01-07-13-09 - Avg. Dmg. : 32.5869
06-01-15-08 - Avg. Dmg. : 32.5856
00-12-10-08 - Avg. Dmg. : 32.582
01-07-11-11 - Avg. Dmg. : 32.5815
00-16-02-12 - Avg. Dmg. : 32.5812
08-00-10-12 - Avg. Dmg. : 32.5771
00-22-01-07 - Avg. Dmg. : 32.5759
00-19-08-03 - Avg. Dmg. : 32.5718
00-21-00-09 - Avg. Dmg. : 32.57
01-08-06-15 - Avg. Dmg. : 32.5684
02-05-18-05 - Avg. Dmg. : 32.5683
05-02-08-15 - Avg. Dmg. : 32.5675
06-01-14-09 - Avg. Dmg. : 32.5656
00-14-12-04 - Avg. Dmg. : 32.5647
05-03-04-18 - Avg. Dmg. : 32.5647
01-25-02-02 - Avg. Dmg. : 32.5638
01-12-17-00 - Avg. Dmg. : 32.56
04-05-01-20 - Avg. Dmg. : 32.5589
00-13-12-05 - Avg. Dmg. : 32.5576
01-07-12-10 - Avg. Dmg. : 32.5549
00-16-11-03 - Avg. Dmg. : 32.5459
02-05-09-14 - Avg. Dmg. : 32.5455
00-22-00-08 - Avg. Dmg. : 32.5396
09-00-06-15 - Avg. Dmg. : 32.5389
00-22-02-06 - Avg. Dmg. : 32.536
06-01-13-10 - Avg. Dmg. : 32.5345
00-14-04-12 - Avg. Dmg. : 32.5339
01-07-14-08 - Avg. Dmg. : 32.5317
01-07-10-12 - Avg. Dmg. : 32.5298
00-21-05-04 - Avg. Dmg. : 32.5263
06-02-22-00 - Avg. Dmg. : 32.5262
01-10-02-17 - Avg. Dmg. : 32.525
00-12-11-07 - Avg. Dmg. : 32.5238
00-17-01-12 - Avg. Dmg. : 32.5176
00-22-03-05 - Avg. Dmg. : 32.5173
00-19-00-11 - Avg. Dmg. : 32.5155
01-22-07-00 - Avg. Dmg. : 32.5077
00-12-08-10 - Avg. Dmg. : 32.5058
00-20-07-03 - Avg. Dmg. : 32.4988
00-15-12-03 - Avg. Dmg. : 32.4855
02-05-10-13 - Avg. Dmg. : 32.4853
00-13-05-12 - Avg. Dmg. : 32.4768
01-09-18-02 - Avg. Dmg. : 32.4749
07-01-21-01 - Avg. Dmg. : 32.4691
06-01-17-06 - Avg. Dmg. : 32.467
08-00-19-03 - Avg. Dmg. : 32.4605
01-10-18-01 - Avg. Dmg. : 32.4577
07-01-06-16 - Avg. Dmg. : 32.456
00-12-12-06 - Avg. Dmg. : 32.4548
11-01-00-18 - Avg. Dmg. : 32.4534
01-24-04-01 - Avg. Dmg. : 32.4494
00-12-07-11 - Avg. Dmg. : 32.4389
08-02-01-19 - Avg. Dmg. : 32.4325
06-01-12-11 - Avg. Dmg. : 32.4321
00-18-00-12 - Avg. Dmg. : 32.4259
03-05-22-00 - Avg. Dmg. : 32.4166
02-05-19-04 - Avg. Dmg. : 32.406
08-01-04-17 - Avg. Dmg. : 32.4028
06-01-18-05 - Avg. Dmg. : 32.4011
01-08-18-03 - Avg. Dmg. : 32.3993
00-23-01-06 - Avg. Dmg. : 32.3958
09-00-21-00 - Avg. Dmg. : 32.3958
00-13-13-04 - Avg. Dmg. : 32.3938
03-04-06-17 - Avg. Dmg. : 32.3879
13-00-00-17 - Avg. Dmg. : 32.3842
00-23-00-07 - Avg. Dmg. : 32.3839
09-02-00-19 - Avg. Dmg. : 32.3798
11-00-02-17 - Avg. Dmg. : 32.3758
01-07-16-06 - Avg. Dmg. : 32.3754
00-14-03-13 - Avg. Dmg. : 32.3719
01-07-15-07 - Avg. Dmg. : 32.3704
00-12-13-05 - Avg. Dmg. : 32.3611
00-15-02-13 - Avg. Dmg. : 32.3611
12-00-01-17 - Avg. Dmg. : 32.3571
00-22-04-04 - Avg. Dmg. : 32.3567
00-14-13-03 - Avg. Dmg. : 32.3548
01-07-09-13 - Avg. Dmg. : 32.3536
08-00-09-13 - Avg. Dmg. : 32.3433
01-08-05-16 - Avg. Dmg. : 32.3392
01-09-03-17 - Avg. Dmg. : 32.3385
03-06-01-20 - Avg. Dmg. : 32.336
02-26-02-00 - Avg. Dmg. : 32.3354
00-12-06-12 - Avg. Dmg. : 32.3337
02-06-04-18 - Avg. Dmg. : 32.3333
00-18-10-02 - Avg. Dmg. : 32.3316
00-16-01-13 - Avg. Dmg. : 32.3299
05-02-21-02 - Avg. Dmg. : 32.3287
00-21-06-03 - Avg. Dmg. : 32.318
03-04-21-02 - Avg. Dmg. : 32.3179
02-05-08-15 - Avg. Dmg. : 32.3173
00-23-02-05 - Avg. Dmg. : 32.3121
00-17-11-02 - Avg. Dmg. : 32.3112
00-13-04-13 - Avg. Dmg. : 32.3056
10-01-01-18 - Avg. Dmg. : 32.2911
00-11-09-10 - Avg. Dmg. : 32.2908
04-03-06-17 - Avg. Dmg. : 32.2908
06-01-11-12 - Avg. Dmg. : 32.2902
02-07-21-00 - Avg. Dmg. : 32.2896
05-04-01-20 - Avg. Dmg. : 32.2895
00-16-12-02 - Avg. Dmg. : 32.2893
00-11-12-07 - Avg. Dmg. : 32.2863
03-05-03-19 - Avg. Dmg. : 32.2846
01-11-18-00 - Avg. Dmg. : 32.2835
01-07-08-14 - Avg. Dmg. : 32.282
02-06-21-01 - Avg. Dmg. : 32.2818
00-11-10-09 - Avg. Dmg. : 32.2794
00-11-11-08 - Avg. Dmg. : 32.2776
01-07-17-05 - Avg. Dmg. : 32.2742
01-26-01-02 - Avg. Dmg. : 32.2656
00-19-09-02 - Avg. Dmg. : 32.263
09-01-02-18 - Avg. Dmg. : 32.2477
00-11-13-06 - Avg. Dmg. : 32.2414
01-11-00-18 - Avg. Dmg. : 32.2397
01-23-06-00 - Avg. Dmg. : 32.2255
02-07-02-19 - Avg. Dmg. : 32.2237
00-17-00-13 - Avg. Dmg. : 32.2145
02-05-07-16 - Avg. Dmg. : 32.2106
00-11-08-11 - Avg. Dmg. : 32.1952
01-07-18-04 - Avg. Dmg. : 32.1884
00-15-13-02 - Avg. Dmg. : 32.1852
00-12-14-04 - Avg. Dmg. : 32.1812
01-08-19-02 - Avg. Dmg. : 32.1776
03-03-17-07 - Avg. Dmg. : 32.1752
00-12-05-13 - Avg. Dmg. : 32.1713
00-23-03-04 - Avg. Dmg. : 32.1696
01-10-01-18 - Avg. Dmg. : 32.1676
00-20-08-02 - Avg. Dmg. : 32.1669
00-11-07-12 - Avg. Dmg. : 32.1594
05-02-07-16 - Avg. Dmg. : 32.1591
00-22-05-03 - Avg. Dmg. : 32.1557
00-13-14-03 - Avg. Dmg. : 32.1551
00-24-00-06 - Avg. Dmg. : 32.1477
07-03-00-20 - Avg. Dmg. : 32.1474
06-01-19-04 - Avg. Dmg. : 32.1465
01-09-19-01 - Avg. Dmg. : 32.1365
00-14-02-14 - Avg. Dmg. : 32.134
01-08-04-17 - Avg. Dmg. : 32.1316
02-08-00-20 - Avg. Dmg. : 32.1187
06-02-04-18 - Avg. Dmg. : 32.115
01-07-07-15 - Avg. Dmg. : 32.1142
00-11-14-05 - Avg. Dmg. : 32.1021
00-15-01-14 - Avg. Dmg. : 32.0948
03-03-16-08 - Avg. Dmg. : 32.0924
08-00-08-14 - Avg. Dmg. : 32.0904
00-13-03-14 - Avg. Dmg. : 32.088
02-05-20-03 - Avg. Dmg. : 32.0857
03-03-14-10 - Avg. Dmg. : 32.0848
05-03-03-19 - Avg. Dmg. : 32.0846
00-11-06-13 - Avg. Dmg. : 32.0817
04-02-14-10 - Avg. Dmg. : 32.079
00-14-14-02 - Avg. Dmg. : 32.0696
08-00-20-02 - Avg. Dmg. : 32.0682
03-04-05-18 - Avg. Dmg. : 32.061
06-01-10-13 - Avg. Dmg. : 32.0596
03-03-12-12 - Avg. Dmg. : 32.0579
00-16-00-14 - Avg. Dmg. : 32.0573
03-03-13-11 - Avg. Dmg. : 32.0558
01-25-03-01 - Avg. Dmg. : 32.0549
00-12-04-14 - Avg. Dmg. : 32.0501
04-03-22-01 - Avg. Dmg. : 32.0482
00-24-01-05 - Avg. Dmg. : 32.0469
07-02-02-19 - Avg. Dmg. : 32.0369
00-21-07-02 - Avg. Dmg. : 32.0359
06-01-20-03 - Avg. Dmg. : 32.0287
00-10-10-10 - Avg. Dmg. : 32.0281
10-00-03-17 - Avg. Dmg. : 32.028
06-01-09-14 - Avg. Dmg. : 32.0267
00-10-11-09 - Avg. Dmg. : 32.0176
02-05-06-17 - Avg. Dmg. : 32.014
03-03-15-09 - Avg. Dmg. : 32.0129
01-06-14-09 - Avg. Dmg. : 32.0057
09-00-05-16 - Avg. Dmg. : 32.003
03-04-22-01 - Avg. Dmg. : 31.9973
01-06-13-10 - Avg. Dmg. : 31.9966
00-12-15-03 - Avg. Dmg. : 31.9965
00-10-12-08 - Avg. Dmg. : 31.9905
00-10-13-07 - Avg. Dmg. : 31.9884
01-06-15-08 - Avg. Dmg. : 31.9884
04-02-16-08 - Avg. Dmg. : 31.988
00-18-11-01 - Avg. Dmg. : 31.982
01-10-19-00 - Avg. Dmg. : 31.9779
04-04-02-20 - Avg. Dmg. : 31.9711
01-09-02-18 - Avg. Dmg. : 31.9624
07-01-22-00 - Avg. Dmg. : 31.9544
00-10-09-11 - Avg. Dmg. : 31.9543
00-11-15-04 - Avg. Dmg. : 31.9507
05-02-06-17 - Avg. Dmg. : 31.9503
01-27-00-02 - Avg. Dmg. : 31.9472
01-07-19-03 - Avg. Dmg. : 31.9397
00-17-12-01 - Avg. Dmg. : 31.9388
02-06-03-19 - Avg. Dmg. : 31.9323
02-27-01-00 - Avg. Dmg. : 31.9277
00-23-04-03 - Avg. Dmg. : 31.9259
02-04-12-12 - Avg. Dmg. : 31.9253
04-02-12-12 - Avg. Dmg. : 31.9236
03-05-02-20 - Avg. Dmg. : 31.9234
00-16-13-01 - Avg. Dmg. : 31.9221
03-03-18-06 - Avg. Dmg. : 31.9162
00-19-10-01 - Avg. Dmg. : 31.9128
02-04-13-11 - Avg. Dmg. : 31.912
04-02-17-07 - Avg. Dmg. : 31.9114
01-07-06-16 - Avg. Dmg. : 31.9065
04-02-13-11 - Avg. Dmg. : 31.9064
00-24-02-04 - Avg. Dmg. : 31.9052
00-10-14-06 - Avg. Dmg. : 31.9034
06-03-01-20 - Avg. Dmg. : 31.9033
04-03-05-18 - Avg. Dmg. : 31.8992
01-24-05-00 - Avg. Dmg. : 31.8989
01-06-12-11 - Avg. Dmg. : 31.8926
00-13-15-02 - Avg. Dmg. : 31.8875
04-05-00-21 - Avg. Dmg. : 31.8836
00-10-08-12 - Avg. Dmg. : 31.8835
02-04-15-09 - Avg. Dmg. : 31.8833
02-07-01-20 - Avg. Dmg. : 31.8762
00-22-06-02 - Avg. Dmg. : 31.8754
00-11-05-14 - Avg. Dmg. : 31.8678
02-04-17-07 - Avg. Dmg. : 31.8666
04-02-15-09 - Avg. Dmg. : 31.8661
00-25-00-05 - Avg. Dmg. : 31.8637
07-01-05-17 - Avg. Dmg. : 31.8636
02-05-21-02 - Avg. Dmg. : 31.8619
05-02-22-01 - Avg. Dmg. : 31.86
01-06-16-07 - Avg. Dmg. : 31.8585
01-06-11-12 - Avg. Dmg. : 31.8584
03-06-00-21 - Avg. Dmg. : 31.8528
00-13-02-15 - Avg. Dmg. : 31.852
01-06-17-06 - Avg. Dmg. : 31.8499
00-15-14-01 - Avg. Dmg. : 31.8395
00-14-01-15 - Avg. Dmg. : 31.8372
00-10-07-13 - Avg. Dmg. : 31.8208
02-04-16-08 - Avg. Dmg. : 31.8204
03-03-11-13 - Avg. Dmg. : 31.819
02-04-14-10 - Avg. Dmg. : 31.8167
06-01-08-15 - Avg. Dmg. : 31.8151
03-03-10-14 - Avg. Dmg. : 31.8146
08-01-03-18 - Avg. Dmg. : 31.8144
04-02-18-06 - Avg. Dmg. : 31.8095
08-00-07-15 - Avg. Dmg. : 31.8017
00-15-00-15 - Avg. Dmg. : 31.8003
00-12-03-15 - Avg. Dmg. : 31.7949
01-06-10-13 - Avg. Dmg. : 31.7923
00-10-15-05 - Avg. Dmg. : 31.7885
00-20-09-01 - Avg. Dmg. : 31.7873
03-03-19-05 - Avg. Dmg. : 31.7861
07-00-16-07 - Avg. Dmg. : 31.7857
01-07-05-17 - Avg. Dmg. : 31.7674
07-00-15-08 - Avg. Dmg. : 31.7662
01-06-09-14 - Avg. Dmg. : 31.7628
01-10-00-19 - Avg. Dmg. : 31.7573
04-02-19-05 - Avg. Dmg. : 31.7531
06-01-21-02 - Avg. Dmg. : 31.7475
01-08-03-18 - Avg. Dmg. : 31.7383
01-09-20-00 - Avg. Dmg. : 31.7303
02-04-11-13 - Avg. Dmg. : 31.729
08-00-21-01 - Avg. Dmg. : 31.7274
01-08-20-01 - Avg. Dmg. : 31.7236
01-26-02-01 - Avg. Dmg. : 31.7198
00-11-16-03 - Avg. Dmg. : 31.7179
02-04-18-06 - Avg. Dmg. : 31.7092
00-14-15-01 - Avg. Dmg. : 31.7087
00-24-03-03 - Avg. Dmg. : 31.7047
04-02-11-13 - Avg. Dmg. : 31.7045
00-09-10-11 - Avg. Dmg. : 31.7029
07-00-14-09 - Avg. Dmg. : 31.7002
00-09-12-09 - Avg. Dmg. : 31.6947
04-02-10-14 - Avg. Dmg. : 31.6933
02-04-10-14 - Avg. Dmg. : 31.6845
00-09-13-08 - Avg. Dmg. : 31.6797
00-11-04-15 - Avg. Dmg. : 31.6796
00-12-16-02 - Avg. Dmg. : 31.6742
00-21-08-01 - Avg. Dmg. : 31.6678
00-09-11-10 - Avg. Dmg. : 31.6647
00-25-01-04 - Avg. Dmg. : 31.6606
03-03-20-04 - Avg. Dmg. : 31.658
02-06-22-00 - Avg. Dmg. : 31.6576
07-00-13-10 - Avg. Dmg. : 31.6558
02-05-05-18 - Avg. Dmg. : 31.6529
01-07-20-02 - Avg. Dmg. : 31.6518
00-10-06-14 - Avg. Dmg. : 31.6495
00-09-14-07 - Avg. Dmg. : 31.6415
04-03-23-00 - Avg. Dmg. : 31.6389
07-00-17-06 - Avg. Dmg. : 31.6357
00-10-16-04 - Avg. Dmg. : 31.6327
01-06-18-05 - Avg. Dmg. : 31.6306
01-09-01-19 - Avg. Dmg. : 31.6166
00-09-09-12 - Avg. Dmg. : 31.6091
03-04-04-19 - Avg. Dmg. : 31.6062
01-06-08-15 - Avg. Dmg. : 31.5908
00-23-05-02 - Avg. Dmg. : 31.5906
05-03-02-20 - Avg. Dmg. : 31.5843
04-02-20-04 - Avg. Dmg. : 31.584
03-03-21-03 - Avg. Dmg. : 31.5791
05-04-00-21 - Avg. Dmg. : 31.5697
12-00-00-18 - Avg. Dmg. : 31.5678
07-00-12-11 - Avg. Dmg. : 31.567
07-00-18-05 - Avg. Dmg. : 31.5632
00-09-15-06 - Avg. Dmg. : 31.5565
03-03-08-16 - Avg. Dmg. : 31.5501
03-03-09-15 - Avg. Dmg. : 31.5426
00-13-16-01 - Avg. Dmg. : 31.5382
02-06-02-20 - Avg. Dmg. : 31.537
03-04-23-00 - Avg. Dmg. : 31.5312
02-05-22-01 - Avg. Dmg. : 31.5249
00-13-01-16 - Avg. Dmg. : 31.5197
11-00-01-18 - Avg. Dmg. : 31.5191
01-06-19-04 - Avg. Dmg. : 31.5146
00-10-05-15 - Avg. Dmg. : 31.5093
06-01-07-16 - Avg. Dmg. : 31.5041
10-01-00-19 - Avg. Dmg. : 31.5036
05-02-05-18 - Avg. Dmg. : 31.5014
00-09-16-05 - Avg. Dmg. : 31.4989
09-00-04-17 - Avg. Dmg. : 31.496
00-09-08-13 - Avg. Dmg. : 31.4929
00-14-00-16 - Avg. Dmg. : 31.488
01-25-04-00 - Avg. Dmg. : 31.485
01-06-07-16 - Avg. Dmg. : 31.4844
06-02-03-19 - Avg. Dmg. : 31.4807
04-03-04-19 - Avg. Dmg. : 31.4788
02-04-19-05 - Avg. Dmg. : 31.4787
01-07-04-18 - Avg. Dmg. : 31.4773
04-02-09-15 - Avg. Dmg. : 31.4733
00-12-02-16 - Avg. Dmg. : 31.4715
00-26-00-04 - Avg. Dmg. : 31.4657
02-04-09-15 - Avg. Dmg. : 31.465
00-22-07-01 - Avg. Dmg. : 31.4595
01-08-02-19 - Avg. Dmg. : 31.4594
00-17-13-00 - Avg. Dmg. : 31.4567
00-18-12-00 - Avg. Dmg. : 31.4544
07-00-11-12 - Avg. Dmg. : 31.4542
00-09-07-14 - Avg. Dmg. : 31.4528
05-01-16-08 - Avg. Dmg. : 31.4491
00-11-03-16 - Avg. Dmg. : 31.4486
09-01-01-19 - Avg. Dmg. : 31.4422
08-02-00-20 - Avg. Dmg. : 31.4413
00-25-02-03 - Avg. Dmg. : 31.4393
02-28-00-00 - Avg. Dmg. : 31.438
00-10-17-03 - Avg. Dmg. : 31.4362
00-16-14-00 - Avg. Dmg. : 31.4328
00-19-11-00 - Avg. Dmg. : 31.4326
07-01-04-18 - Avg. Dmg. : 31.4313
00-11-17-02 - Avg. Dmg. : 31.424
05-02-23-00 - Avg. Dmg. : 31.4214
08-00-06-16 - Avg. Dmg. : 31.3811
02-04-20-04 - Avg. Dmg. : 31.3797
03-03-07-17 - Avg. Dmg. : 31.3768
06-01-22-01 - Avg. Dmg. : 31.3659
00-24-04-02 - Avg. Dmg. : 31.3634
10-00-02-18 - Avg. Dmg. : 31.3606
00-15-15-00 - Avg. Dmg. : 31.3575
04-04-01-21 - Avg. Dmg. : 31.3503
04-02-21-03 - Avg. Dmg. : 31.3499
05-01-13-11 - Avg. Dmg. : 31.3498
07-02-01-20 - Avg. Dmg. : 31.3478
01-27-01-01 - Avg. Dmg. : 31.3402
07-00-19-04 - Avg. Dmg. : 31.3221
02-05-04-19 - Avg. Dmg. : 31.3188
01-06-20-03 - Avg. Dmg. : 31.3172
03-05-01-21 - Avg. Dmg. : 31.3155
00-12-17-01 - Avg. Dmg. : 31.3117
00-08-11-11 - Avg. Dmg. : 31.3069
02-07-00-21 - Avg. Dmg. : 31.3057
01-05-14-10 - Avg. Dmg. : 31.3056
05-01-14-10 - Avg. Dmg. : 31.3038
05-01-15-09 - Avg. Dmg. : 31.3016
00-20-10-00 - Avg. Dmg. : 31.2997
00-09-06-15 - Avg. Dmg. : 31.2861
08-01-02-19 - Avg. Dmg. : 31.2805
00-10-04-16 - Avg. Dmg. : 31.2778
01-06-06-17 - Avg. Dmg. : 31.2714
00-08-12-10 - Avg. Dmg. : 31.2565
02-04-21-03 - Avg. Dmg. : 31.2529
07-00-20-03 - Avg. Dmg. : 31.244
01-05-12-12 - Avg. Dmg. : 31.2306
05-01-18-06 - Avg. Dmg. : 31.2306
05-01-17-07 - Avg. Dmg. : 31.23
00-08-14-08 - Avg. Dmg. : 31.229
00-14-16-00 - Avg. Dmg. : 31.229
01-05-13-11 - Avg. Dmg. : 31.2289
01-07-21-01 - Avg. Dmg. : 31.2287
00-08-13-09 - Avg. Dmg. : 31.2278
00-08-10-12 - Avg. Dmg. : 31.2276
06-03-00-21 - Avg. Dmg. : 31.2263
04-02-08-16 - Avg. Dmg. : 31.2154
00-08-15-07 - Avg. Dmg. : 31.2153
01-08-21-00 - Avg. Dmg. : 31.215
07-00-10-13 - Avg. Dmg. : 31.2132
02-04-08-16 - Avg. Dmg. : 31.212
08-00-22-00 - Avg. Dmg. : 31.2083
01-07-03-19 - Avg. Dmg. : 31.2081
00-09-17-04 - Avg. Dmg. : 31.1986
02-04-07-17 - Avg. Dmg. : 31.1964
01-05-16-08 - Avg. Dmg. : 31.1959
00-23-06-01 - Avg. Dmg. : 31.1954
01-09-00-20 - Avg. Dmg. : 31.1916
00-13-00-17 - Avg. Dmg. : 31.1873
03-04-03-20 - Avg. Dmg. : 31.1863
00-12-01-17 - Avg. Dmg. : 31.1736
00-11-02-17 - Avg. Dmg. : 31.1691
01-05-15-09 - Avg. Dmg. : 31.1622
06-01-06-17 - Avg. Dmg. : 31.1619
00-21-09-00 - Avg. Dmg. : 31.1605
01-05-18-06 - Avg. Dmg. : 31.147
00-26-01-03 - Avg. Dmg. : 31.1374
05-01-19-05 - Avg. Dmg. : 31.134
00-08-09-13 - Avg. Dmg. : 31.1324
00-08-16-06 - Avg. Dmg. : 31.1318
00-10-18-02 - Avg. Dmg. : 31.122
05-01-12-12 - Avg. Dmg. : 31.1085
07-00-09-14 - Avg. Dmg. : 31.1084
05-01-11-13 - Avg. Dmg. : 31.0986
03-03-22-02 - Avg. Dmg. : 31.0628
00-11-18-01 - Avg. Dmg. : 31.0609
00-08-08-14 - Avg. Dmg. : 31.0602
00-25-03-02 - Avg. Dmg. : 31.0571
01-05-17-07 - Avg. Dmg. : 31.0561
00-09-18-03 - Avg. Dmg. : 31.0517
00-09-05-16 - Avg. Dmg. : 31.0497
05-01-10-14 - Avg. Dmg. : 31.0394
00-13-17-00 - Avg. Dmg. : 31.0331
01-28-00-01 - Avg. Dmg. : 31.0283
04-03-03-20 - Avg. Dmg. : 31.0253
06-02-02-20 - Avg. Dmg. : 31.0211
00-10-03-17 - Avg. Dmg. : 31.0189
04-02-07-17 - Avg. Dmg. : 31.0171
01-05-11-13 - Avg. Dmg. : 31.0164
01-05-10-14 - Avg. Dmg. : 31.0006
01-26-03-00 - Avg. Dmg. : 30.9957
02-05-23-00 - Avg. Dmg. : 30.9868
00-08-17-05 - Avg. Dmg. : 30.9827
01-08-01-20 - Avg. Dmg. : 30.9796
04-02-22-02 - Avg. Dmg. : 30.9773
01-06-05-18 - Avg. Dmg. : 30.9731
02-05-03-20 - Avg. Dmg. : 30.9681
00-22-08-00 - Avg. Dmg. : 30.9603
02-06-01-21 - Avg. Dmg. : 30.9565
01-06-21-02 - Avg. Dmg. : 30.9538
08-00-05-17 - Avg. Dmg. : 30.9425
03-03-06-18 - Avg. Dmg. : 30.9395
00-24-05-01 - Avg. Dmg. : 30.9351
05-01-20-04 - Avg. Dmg. : 30.9313
09-00-03-18 - Avg. Dmg. : 30.9272
02-04-06-18 - Avg. Dmg. : 30.8982
00-09-04-17 - Avg. Dmg. : 30.8851
05-02-04-19 - Avg. Dmg. : 30.8843
01-05-19-05 - Avg. Dmg. : 30.8819
00-08-07-15 - Avg. Dmg. : 30.8701
06-01-05-18 - Avg. Dmg. : 30.8678
00-27-00-03 - Avg. Dmg. : 30.8625
03-03-23-01 - Avg. Dmg. : 30.8557
02-04-22-02 - Avg. Dmg. : 30.8521
07-00-08-15 - Avg. Dmg. : 30.8407
00-12-18-00 - Avg. Dmg. : 30.8286
00-12-00-18 - Avg. Dmg. : 30.8283
07-00-21-02 - Avg. Dmg. : 30.8234
06-01-23-00 - Avg. Dmg. : 30.8182
00-08-18-04 - Avg. Dmg. : 30.8143
01-05-20-04 - Avg. Dmg. : 30.8099
00-09-19-02 - Avg. Dmg. : 30.805
01-05-08-16 - Avg. Dmg. : 30.8046
05-03-01-21 - Avg. Dmg. : 30.7791
00-07-12-11 - Avg. Dmg. : 30.7752
01-05-09-15 - Avg. Dmg. : 30.7706
00-08-06-16 - Avg. Dmg. : 30.7689
00-10-02-18 - Avg. Dmg. : 30.7682
00-07-15-08 - Avg. Dmg. : 30.7681
05-01-09-15 - Avg. Dmg. : 30.7661
00-26-02-02 - Avg. Dmg. : 30.7586
00-10-19-01 - Avg. Dmg. : 30.7577
00-11-01-18 - Avg. Dmg. : 30.7545
03-05-00-22 - Avg. Dmg. : 30.7418
03-04-02-21 - Avg. Dmg. : 30.7344
00-07-13-10 - Avg. Dmg. : 30.7335
02-03-16-09 - Avg. Dmg. : 30.7332
00-07-16-07 - Avg. Dmg. : 30.7286
00-07-14-09 - Avg. Dmg. : 30.7232
00-23-07-00 - Avg. Dmg. : 30.7223
02-03-14-11 - Avg. Dmg. : 30.7081
00-07-11-12 - Avg. Dmg. : 30.6985
01-07-22-00 - Avg. Dmg. : 30.6947
01-06-04-19 - Avg. Dmg. : 30.6865
01-07-02-20 - Avg. Dmg. : 30.6767
11-00-00-19 - Avg. Dmg. : 30.6726
02-03-18-07 - Avg. Dmg. : 30.6445
00-07-17-06 - Avg. Dmg. : 30.6405
07-01-03-19 - Avg. Dmg. : 30.6347
05-01-21-03 - Avg. Dmg. : 30.6331
09-01-00-20 - Avg. Dmg. : 30.6314
04-02-06-18 - Avg. Dmg. : 30.6295
02-03-15-10 - Avg. Dmg. : 30.6251
